feature,latent_dim,final_encoding_weight,mean_boot_encoding_weight,std_boot_encoding_weight,bsr,abs_bsr,bsr_threshold,bsr_selected,bsr_thresholded_weight,top_bsr_percent,top_bsr_cutoff,top_bsr_selected,top_bsr_weight,bsr_sign,fdr_method,fdr_q,fdr_t_value,fdr_p_unc,fdr_p_fdr,fdr_selected,fdr_final_selected,unc_p_threshold,fdr_thresholded_weight,fdr_sign
feature_214,0,0.13629918078056918,0.1200964346615585,0.04449752589882826,2.6989463399519247,2.6989463399519247,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.006798640271945611,0.02190672976515808,True,False,0.005,0.0,zero
feature_215,0,0.09069410320721541,0.0806526461938878,0.04460964135742713,1.8079644610381926,1.8079644610381926,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.07318536292741452,0.14149170165966807,False,False,0.005,0.0,zero
feature_216,0,-0.16552127866084188,-0.14789799605489976,0.049134783661845725,-3.0100467536961175,3.0100467536961175,3.0,True,-0.16552127866084188,10,5.612873764799786,False,0.0,negative,sign,0.05,,0.003999200159968006,0.013847976673322052,True,True,0.005,-0.16552127866084188,negative
feature_217,0,-0.2710489360860107,-0.2402229975474284,0.04676112805353587,-5.137237007464875,5.137237007464875,3.0,True,-0.2710489360860107,10,5.612873764799786,False,0.0,negative,sign,0.05,,0.0003999200159968006,0.0020169879067664727,True,True,0.005,-0.2710489360860107,negative
feature_218,0,-0.09001659610917809,-0.08125961260983232,0.050712979434658564,-1.6023434930407066,1.6023434930407066,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.11037792441511697,0.19525647109384092,False,False,0.005,0.0,zero
feature_219,0,-0.0022554434328356924,-0.0034537566833867444,0.050473328887032834,-0.06842736073772328,0.06842736073772328,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.9418116376724655,0.9662349468432305,False,False,0.005,0.0,zero
feature_220,0,-0.09422683047155295,-0.08355104805379818,0.044381252309993575,-1.8825752700760208,1.8825752700760208,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.0619876024795041,0.12291558782260642,False,False,0.005,0.0,zero
feature_221,0,0.13536912086458894,0.12113917597463235,0.0483864194878083,2.5035780133546606,2.5035780133546606,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.013597280543891222,0.0384703547095459,True,False,0.005,0.0,zero
feature_222,0,0.1427051857627548,0.12717076941532043,0.045932017957744695,2.7686736849295754,2.7686736849295754,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.003199360127974405,0.011781770630000982,True,True,0.005,0.1427051857627548,positive
feature_223,0,0.11356779893696703,0.10078570759582554,0.04330269874164407,2.327469430880996,2.327469430880996,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.017996400719856028,0.047954454053009625,True,False,0.005,0.0,zero
feature_224,0,0.06465816650548954,0.057921689211316935,0.04886444523613139,1.1853544828231966,1.1853544828231966,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.23235352929414116,0.359373458641605,False,False,0.005,0.0,zero
feature_225,0,0.061329480482061105,0.054592512915563135,0.043239927810606475,1.2625486599950322,1.2625486599950322,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.20835832833433313,0.33633273345330933,False,False,0.005,0.0,zero
feature_226,0,0.09277415526152116,0.08241433584136514,0.04610883447970129,1.78738709775123,1.78738709775123,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.07478504299140172,0.14221418011479672,False,False,0.005,0.0,zero
feature_227,0,0.10144254643302617,0.08948186174879183,0.048074284146436226,1.8613248920405436,1.8613248920405436,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.0615876824635073,0.12291558782260642,False,False,0.005,0.0,zero
feature_228,0,0.04278304053850597,0.038007612317918105,0.04010538759054254,0.9476934297695425,0.9476934297695425,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.3411317736452709,0.4759852763175175,False,False,0.005,0.0,zero
feature_229,0,0.11340713925103536,0.10137584827003615,0.04576846746495111,2.2149714396198306,2.2149714396198306,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.027994401119776045,0.06627245979375553,False,False,0.005,0.0,zero
feature_230,0,0.10801924393395851,0.09574031960911558,0.04348269665834221,2.2018027161787743,2.2018027161787743,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.027594481103779243,0.06599917129976067,False,False,0.005,0.0,zero
feature_231,0,0.09246352692734708,0.08138369338121403,0.04384288357003982,1.8562577721696172,1.8562577721696172,3.0,False,0.0,10,5.612873764799786,False,0.0,zero,sign,0.05,,0.0611877624475105,0.12291558782260642,False,False,0.005,0.0,zero
